Potential applied (V)	WE(1).Current (A)
0.2496337890625	2.69805908203125E-06
0.2520751953125	2.6513671875E-06
0.2545166015625	2.6458740234375E-06
0.2569580078125	2.593994140625E-06
0.2593994140625	2.5433349609375E-06
0.2618408203125	2.48565673828125E-06
0.2642822265625	2.432861328125E-06
0.2667236328125	2.40966796875E-06
0.2691650390625	2.44964599609375E-06
0.2716064453125	2.4554443359375E-06
0.2740478515625	2.50274658203125E-06
0.2764892578125	2.603759765625E-06
0.2789306640625	2.666015625E-06
0.2813720703125	2.7313232421875E-06
0.2838134765625	2.7435302734375E-06
0.2862548828125	2.71240234375E-06
0.2886962890625	2.7032470703125E-06
0.2911376953125	2.68280029296875E-06
0.2935791015625	2.607421875E-06
0.2960205078125	2.574462890625E-06
0.2984619140625	2.5128173828125E-06
0.3009033203125	2.49786376953125E-06
0.3033447265625	2.493896484375E-06
0.3057861328125	2.5103759765625E-06
0.3082275390625	2.5494384765625E-06
0.3106689453125	2.6544189453125E-06
0.3131103515625	2.708740234375E-06
0.3155517578125	2.783203125E-06
0.3179931640625	2.7978515625E-06
0.3204345703125	2.802734375E-06
0.3228759765625	2.76763916015625E-06
0.3253173828125	2.74932861328125E-06
0.3277587890625	2.68524169921875E-06
0.3302001953125	2.65228271484375E-06
0.3326416015625	2.59307861328125E-06
0.3350830078125	2.55462646484375E-06
0.3375244140625	2.525634765625E-06
0.3399658203125	2.56072998046875E-06
0.3424072265625	2.57659912109375E-06
0.3448486328125	2.646484375E-06
0.3472900390625	2.725830078125E-06
0.3497314453125	2.79541015625E-06
0.3521728515625	2.84820556640625E-06
0.3546142578125	2.862548828125E-06
0.3570556640625	2.81005859375E-06
0.3594970703125	2.81219482421875E-06
0.3619384765625	2.78900146484375E-06
0.3643798828125	2.72308349609375E-06
0.3668212890625	2.69012451171875E-06
0.3692626953125	2.62939453125E-06
0.3717041015625	2.60955810546875E-06
0.3741455078125	2.62939453125E-06
0.3765869140625	2.64068603515625E-06
0.3790283203125	2.68218994140625E-06
0.3814697265625	2.794189453125E-06
0.3839111328125	2.85308837890625E-06
0.3863525390625	2.92694091796875E-06
0.3887939453125	2.9364013671875E-06
0.3912353515625	2.9296875E-06
0.3936767578125	2.916259765625E-06
0.3961181640625	2.90435791015625E-06
0.3985595703125	2.8375244140625E-06
0.4010009765625	2.8204345703125E-06
0.4034423828125	2.760009765625E-06
0.4058837890625	2.742919921875E-06
0.4083251953125	2.71697998046875E-06
0.4107666015625	2.74810791015625E-06
0.4132080078125	2.78533935546875E-06
0.4156494140625	2.88238525390625E-06
0.4180908203125	2.94921875E-06
0.4205322265625	3.02886962890625E-06
0.4229736328125	3.06488037109375E-06
0.4254150390625	3.07830810546875E-06
0.4278564453125	3.0389404296875E-06
0.4302978515625	3.040771484375E-06
0.4327392578125	3.00567626953125E-06
0.4351806640625	2.97332763671875E-06
0.4376220703125	2.9290771484375E-06
0.4400634765625	2.88360595703125E-06
0.4425048828125	2.85736083984375E-06
0.4449462890625	2.8973388671875E-06
0.4473876953125	2.9119873046875E-06
0.4498291015625	2.9693603515625E-06
0.4522705078125	3.08013916015625E-06
0.4547119140625	3.14727783203125E-06
0.4571533203125	3.2110595703125E-06
0.4595947265625	3.22357177734375E-06
0.4620361328125	3.192138671875E-06
0.4644775390625	3.19000244140625E-06
0.4669189453125	3.1884765625E-06
0.4693603515625	3.1219482421875E-06
0.4718017578125	3.10821533203125E-06
0.4742431640625	3.0511474609375E-06
0.4766845703125	3.03619384765625E-06
0.4791259765625	3.03192138671875E-06
0.4815673828125	3.05511474609375E-06
0.4840087890625	3.10272216796875E-06
0.4864501953125	3.22021484375E-06
0.4888916015625	3.28399658203125E-06
0.4913330078125	3.3660888671875E-06
0.4937744140625	3.38623046875E-06
0.4962158203125	3.39874267578125E-06
0.4986572265625	3.372802734375E-06
0.5010986328125	3.37310791015625E-06
0.5035400390625	3.3392333984375E-06
0.5059814453125	3.32733154296875E-06
0.5084228515625	3.28125E-06
0.5108642578125	3.25103759765625E-06
0.5133056640625	3.22967529296875E-06
0.5157470703125	3.27728271484375E-06
0.5181884765625	3.310546875E-06
0.5206298828125	3.39813232421875E-06
0.5230712890625	3.50555419921875E-06
0.5255126953125	3.592529296875E-06
0.5279541015625	3.66180419921875E-06
0.5303955078125	3.6895751953125E-06
0.5328369140625	3.66119384765625E-06
0.5352783203125	3.6859130859375E-06
0.5377197265625	3.70391845703125E-06
0.5401611328125	3.67218017578125E-06
0.5426025390625	3.67706298828125E-06
0.5450439453125	3.6529541015625E-06
0.5474853515625	3.66363525390625E-06
0.5499267578125	3.70697021484375E-06
0.5523681640625	3.76800537109375E-06
0.5548095703125	3.8568115234375E-06
0.5572509765625	4.02801513671875E-06
0.5596923828125	4.1259765625E-06
0.5621337890625	4.266357421875E-06
0.5645751953125	4.3426513671875E-06
0.5670166015625	4.4281005859375E-06
0.5694580078125	4.4952392578125E-06
0.5718994140625	4.5867919921875E-06
0.5743408203125	4.6234130859375E-06
0.5767822265625	4.736328125E-06
0.5792236328125	4.79736328125E-06
0.5816650390625	4.8980712890625E-06
0.5841064453125	5.01708984375E-06
0.5865478515625	5.206298828125E-06
0.5889892578125	5.3955078125E-06
0.5914306640625	5.6610107421875E-06
0.5938720703125	5.9539794921875E-06
0.5963134765625	6.2408447265625E-06
0.5987548828125	6.5216064453125E-06
0.6011962890625	6.7718505859375E-06
0.6036376953125	6.9976806640625E-06
0.6060791015625	7.2967529296875E-06
0.6085205078125	7.6019287109375E-06
0.6109619140625	7.879638671875E-06
0.6134033203125	8.2061767578125E-06
0.6158447265625	8.5296630859375E-06
0.6182861328125	8.9019775390625E-06
0.6207275390625	9.344482421875E-06
